CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
00.644.907/0001-93;2024-12-31;4;147196;INVESTCO S.A.;Não-liderança;1;32;5;23;0;0;0
00.743.065/0001-27;2024-12-31;5;147980;LITEL PARTICIPACOES S.A.;Liderança;0;0;0;0;0;0;0
00.743.065/0001-27;2024-12-31;5;147980;LITEL PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;0
00.776.574/0001-56;2024-12-31;19;148226;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;96;2275;548;4225;12;0;37
00.776.574/0001-56;2024-12-31;19;148226;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;425;6688;2914;16553;71;0;117
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Liderança;10;750;40;401;0;0;14
00.864.214/0001-06;2024-12-31;18;148374;ENERGISA S.A.;Não-liderança;191;6123;1412;7534;36;0;137
00.924.429/0001-75;2024-12-31;4;146688;FERROVIA CENTRO-ATLANTICA S.A.;Liderança;4;123;16;77;0;0;0
00.924.429/0001-75;2024-12-31;4;146688;FERROVIA CENTRO-ATLANTICA S.A.;Não-liderança;57;1607;614;2523;8;0;10
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Liderança;0;3;0;3;0;0;0
00.938.574/0001-05;2024-12-31;9;148146;CONC RIO-TERESOPOLIS S.A.;Não-liderança;0;18;0;7;0;0;0
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Liderança;18;582;28;140;0;0;0
01.027.058/0001-91;2024-12-31;16;148344;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Não-liderança;119;3421;376;1674;10;0;0
01.083.200/0001-18;2024-12-31;9;146731;NEOENERGIA S.A.;Liderança;25;820;54;294;2;0;0
01.083.200/0001-18;2024-12-31;9;146731;NEOENERGIA S.A.;Não-liderança;159;5264;1842;6771;34;0;428
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Liderança;0;1;0;0;0;0;0
01.104.937/0001-70;2024-12-31;7;148048;ELETROBRÁS PARTICIPAÇÕES S.A. - ELETROPAR;Não-liderança;0;1;0;0;0;0;1
01.107.327/0001-20;2024-12-31;8;145245;BBM LOGÍSTICA S.A.;Liderança;2;334;13;32;1;0;17
01.107.327/0001-20;2024-12-31;8;145245;BBM LOGÍSTICA S.A.;Não-liderança;14;3576;382;871;14;0;127
01.258.944/0001-26;2024-12-31;8;146737;RUMO MALHA SUL S.A.;Liderança;3;407;9;64;0;0;2
01.258.944/0001-26;2024-12-31;8;146737;RUMO MALHA SUL S.A.;Não-liderança;65;4704;707;2303;30;0;20
01.417.222/0001-77;2024-12-31;9;147744;MRS LOGISTICA S.A.;Liderança;0;319;10;48;2;0;0
01.417.222/0001-77;2024-12-31;9;147744;MRS LOGISTICA S.A.;Não-liderança;27;3460;872;2041;122;0;14
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Liderança;0;90;3;19;0;0;0
01.545.826/0001-07;2024-12-31;15;147220;GAFISA S.A.;Não-liderança;6;161;20;93;0;0;0
01.548.981/0001-79;2024-12-31;5;146662;INVESTIMENTOS BEMGE S.A.;Liderança;0;0;0;0;0;0;0
01.548.981/0001-79;2024-12-31;5;146662;INVESTIMENTOS BEMGE S.A.;Não-liderança;0;0;0;0;0;0;0
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Liderança;0;235;21;95;3;0;4
01.599.101/0001-93;2024-12-31;13;148110;SEQUOIA LOGÍSTICA E TRANSPORTES S.A.;Não-liderança;18;1303;334;806;9;0;35
01.637.895/0001-32;2024-12-31;5;143845;VOTORANTIM CIMENTOS S.A.;Liderança;30;636;55;209;1;0;5
01.637.895/0001-32;2024-12-31;5;143845;VOTORANTIM CIMENTOS S.A.;Não-liderança;125;3938;767;2592;18;0;78
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Liderança;46;1771;134;659;6;412;0
01.838.723/0001-27;2024-12-31;8;148266;BRF S.A.;Não-liderança;1189;37317;9577;35134;654;9773;0
01.851.771/0001-55;2024-12-31;2;146912;524 PARTICIPACOES S.A.;Liderança;0;0;0;0;0;0;0
01.851.771/0001-55;2024-12-31;2;146912;524 PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;0
01.896.779/0001-38;2024-12-31;3;143852;CSU DIGITAL S.A.;Liderança;0;0;0;0;0;0;364
01.896.779/0001-38;2024-12-31;3;143852;CSU DIGITAL S.A.;Não-liderança;0;0;0;0;0;0;4381
01.917.818/0001-36;2024-12-31;7;147381;LIGHT ENERGIA S.A.;Liderança;0;4;0;0;0;0;2
01.917.818/0001-36;2024-12-31;7;147381;LIGHT ENERGIA S.A.;Não-liderança;2;102;19;52;0;0;15
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;Liderança;0;5;1;1;0;0;0
01.938.783/0001-11;2024-12-31;7;147342;CIA PARTICIPACOES ALIANCA DA BAHIA;Não-liderança;0;4;4;23;0;0;0
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;Liderança;0;2;0;0;0;0;0
01.957.772/0001-89;2024-12-31;1;138563;SUL 116 PARTICIPACOES S.A.;Não-liderança;0;3;0;0;0;0;0
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Liderança;0;2;0;0;0;0;0
01.989.044/0001-59;2024-12-31;2;138603;WTC RIO EMPREEND. E PARTICIPAÇÕES S.A.;Não-liderança;0;1;0;0;0;0;0
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Liderança;2;141;1;19;0;0;3
02.016.440/0001-62;2024-12-31;5;148097;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;Não-liderança;17;2872;210;707;0;0;76
02.062.747/0001-08;2024-12-31;3;146921;SUDESTE S.A.;Liderança;0;0;0;0;0;0;0
02.062.747/0001-08;2024-12-31;3;146921;SUDESTE S.A.;Não-liderança;0;0;0;0;0;0;0
02.149.205/0001-69;2024-12-31;7;148229;PORTO SEGURO S.A.;Liderança;34;973;55;252;1;0;0
02.149.205/0001-69;2024-12-31;7;148229;PORTO SEGURO S.A.;Não-liderança;197;7042;1193;3585;21;0;1
02.162.616/0001-94;2024-12-31;2;143703;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Liderança;0;0;0;0;0;0;0
02.162.616/0001-94;2024-12-31;2;143703;UPTICK PARTICIPACOES S.A. - EM LIQUIDAÇÃO;Não-liderança;0;0;0;0;0;0;0
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;82
02.193.750/0001-52;2024-12-31;8;148298;DEXXOS PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;693
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Liderança;0;5;0;0;0;0;0
02.217.319/0001-07;2024-12-31;11;145166;YBYRÁ CAPITAL S.A.;Não-liderança;0;1;0;0;0;0;0
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Liderança;4;172;7;23;1;1;48
02.255.187/0001-08;2024-12-31;10;146862;UNIFIQUE TELECOMUNICAÇÕES S.A.;Não-liderança;10;579;49;140;0;0;875
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Liderança;0;1;0;0;0;0;0
02.258.422/0001-97;2024-12-31;1;137781;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;Não-liderança;0;5;0;0;0;0;0
02.291.077/0001-93;2024-12-31;2;143456;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Liderança;0;0;0;0;0;0;0
02.291.077/0001-93;2024-12-31;2;143456;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;Não-liderança;0;0;0;0;0;0;0
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Liderança;0;52;1;6;0;0;0
02.302.101/0001-42;2024-12-31;19;148027;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;Não-liderança;5;215;17;79;1;0;0
02.328.280/0001-97;2024-12-31;5;146412;ELEKTRO REDES S.A.;Liderança;6;232;4;35;0;0;0
02.328.280/0001-97;2024-12-31;5;146412;ELEKTRO REDES S.A.;Não-liderança;29;2413;222;958;4;0;16
02.338.534/0001-58;2024-12-31;5;146621;LONGDIS S.A.;Liderança;0;0;0;0;0;0;0
02.338.534/0001-58;2024-12-31;5;146621;LONGDIS S.A.;Não-liderança;0;0;0;0;0;0;0
02.351.144/0001-18;2024-12-31;12;146375;TEGMA GESTAO LOGISTICA S.A.;Liderança;3;135;22;57;0;4;2
02.351.144/0001-18;2024-12-31;12;146375;TEGMA GESTAO LOGISTICA S.A.;Não-liderança;27;747;176;558;8;6;15
02.351.877/0001-52;2024-12-31;11;146783;LWSA S/A;Liderança;15;492;20;70;0;0;0
02.351.877/0001-52;2024-12-31;11;146783;LWSA S/A;Não-liderança;38;2228;283;689;9;0;2
02.357.251/0001-53;2024-12-31;2;144295;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Liderança;0;37;0;3;0;0;0
02.357.251/0001-53;2024-12-31;2;144295;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;Não-liderança;1;277;67;35;1;0;0
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;Liderança;0;0;0;0;0;0;0
02.365.069/0001-44;2024-12-31;5;147399;PADTEC HOLDING S.A.;Não-liderança;0;0;0;0;0;0;0
02.387.241/0001-60;2024-12-31;16;146854;RUMO S.A.;Liderança;4;428;16;84;0;0;0
02.387.241/0001-60;2024-12-31;16;146854;RUMO S.A.;Não-liderança;60;4554;622;2314;31;0;112
02.397.080/0001-96;2024-12-31;4;146632;ITAPEBI GERACAO DE ENERGIA S.A.;Liderança;0;36;3;3;0;0;0
02.397.080/0001-96;2024-12-31;4;146632;ITAPEBI GERACAO DE ENERGIA S.A.;Não-liderança;2;40;11;11;1;0;1
02.421.421/0001-11;2024-12-31;6;146225;TIM S.A.;Liderança;10;689;28;147;0;0;1
02.421.421/0001-11;2024-12-31;6;146225;TIM S.A.;Não-liderança;104;4773;924;2849;17;0;88
02.429.144/0001-93;2024-12-31;5;148068;CPFL ENERGIA S.A.;Liderança;33;725;26;145;0;0;26
02.429.144/0001-93;2024-12-31;5;148068;CPFL ENERGIA S.A.;Não-liderança;193;9498;1221;4097;2;0;241
02.474.103/0001-19;2024-12-31;11;147971;ENGIE BRASIL ENERGIA S.A.;Liderança;1;207;10;23;0;0;0
02.474.103/0001-19;2024-12-31;11;147971;ENGIE BRASIL ENERGIA S.A.;Não-liderança;8;661;33;156;0;0;0
02.502.844/0001-66;2024-12-31;12;146229;RUMO MALHA PAULISTA S.A.;Liderança;3;407;9;64;0;0;2
02.502.844/0001-66;2024-12-31;12;146229;RUMO MALHA PAULISTA S.A.;Não-liderança;65;4704;707;2303;30;0;20
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Liderança;0;125;6;41;0;0;0
02.536.066/0001-26;2024-12-31;7;148271;VITAL ENGENHARIA AMBIENTAL S.A.;Não-liderança;43;3173;2239;6429;23;0;218
02.558.157/0001-62;2024-12-31;7;147290;TELEFÔNICA BRASIL S.A;Liderança;114;2661;298;1086;11;49;0
02.558.157/0001-62;2024-12-31;7;147290;TELEFÔNICA BRASIL S.A;Não-liderança;699;15338;3456;9028;76;437;0
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;Liderança;0;1;0;0;0;0;0
02.591.787/0001-39;2024-12-31;3;144580;CAPITALPART PARTICIPACOES S.A.;Não-liderança;0;2;0;0;0;0;0
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Liderança;21;145;43;198;4;2;57
02.635.522/0001-95;2024-03-31;14;139950;JALLES MACHADO S.A.;Não-liderança;203;1133;616;2381;46;43;547
02.664.042/0001-52;2024-12-31;2;146730;TERMINAL GARAGEM MENEZES CORTES S.A.;Liderança;0;0;0;5;0;0;0
02.664.042/0001-52;2024-12-31;2;146730;TERMINAL GARAGEM MENEZES CORTES S.A.;Não-liderança;0;0;0;42;0;0;0
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;Liderança;1;174;15;109;1;0;0
02.762.121/0001-04;2024-12-31;12;147629;SANTOS BRASIL PARTICIPACOES S.A.;Não-liderança;33;1350;297;1280;12;0;0
02.762.124/0001-30;2024-12-31;2;146913;BETAPART PARTICIPACOES S.A.;Liderança;0;0;0;0;0;0;0
02.762.124/0001-30;2024-12-31;2;146913;BETAPART PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;0
02.796.775/0001-40;2024-12-31;2;146914;GAMA PARTICIPACOES S.A.;Liderança;0;0;0;0;0;0;0
02.796.775/0001-40;2024-12-31;2;146914;GAMA PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;0
02.800.026/0001-40;2024-12-31;15;146749;COGNA EDUCAÇÃO S.A.;Liderança;40;1275;127;443;2;0;8
02.800.026/0001-40;2024-12-31;15;146749;COGNA EDUCAÇÃO S.A.;Não-liderança;386;11590;1786;6370;36;0;1490
02.846.056/0001-97;2024-12-31;15;146830;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Liderança;42;1117;333;418;5;19;128
02.846.056/0001-97;2024-12-31;15;146830;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;Não-liderança;156;6541;2574;3642;38;86;2630
02.860.694/0001-62;2024-12-31;10;148128;T4F ENTRETENIMENTO S.A.;Liderança;0;13;0;1;0;0;0
02.860.694/0001-62;2024-12-31;10;148128;T4F ENTRETENIMENTO S.A.;Não-liderança;3;45;5;21;0;0;0
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;Liderança;334;7696;759;1589;26;1870;3273
02.916.265/0001-60;2024-12-31;19;148263;JBS S.A.;Não-liderança;6021;89475;30389;61131;1916;41350;28054
02.932.074/0001-91;2024-12-31;17;147121;HYPERA S.A.;Liderança;24;800;30;431;0;7;0
02.932.074/0001-91;2024-12-31;17;147121;HYPERA S.A.;Não-liderança;195;3978;606;4138;23;69;0
02.950.811/0001-89;2024-12-31;26;148232;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Liderança;0;35;4;8;0;0;0
02.950.811/0001-89;2024-12-31;26;148232;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Não-liderança;2;56;9;31;0;0;0
02.992.449/0001-09;2024-12-31;2;146923;PROMPT PARTICIPACOES S.A.;Liderança;0;0;0;0;0;0;0
02.992.449/0001-09;2024-12-31;2;146923;PROMPT PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;0
02.998.301/0001-81;2024-12-31;5;147538;RIO PARANAPANEMA ENERGIA S.A.;Liderança;2;22;0;1;0;0;0
02.998.301/0001-81;2024-12-31;5;147538;RIO PARANAPANEMA ENERGIA S.A.;Não-liderança;3;174;11;51;0;0;0
02.998.611/0001-04;2024-12-31;16;147461;ISA ENERGIA BRASIL;Liderança;5;103;1;11;0;0;1
02.998.611/0001-04;2024-12-31;16;147461;ISA ENERGIA BRASIL;Não-liderança;19;1031;92;326;4;0;13
03.014.553/0001-91;2024-12-31;6;147880;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Liderança;0;27;0;0;0;0;0
03.014.553/0001-91;2024-12-31;6;147880;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Não-liderança;0;27;0;3;0;0;0
03.025.305/0001-46;2024-12-31;3;142415;RODOVIAS DAS COLINAS S.A.;Liderança;0;0;0;0;0;0;0
03.025.305/0001-46;2024-12-31;3;142415;RODOVIAS DAS COLINAS S.A.;Não-liderança;0;0;0;0;0;0;0
03.220.438/0001-73;2024-12-31;37;148115;EQUATORIAL S.A.;Liderança;6;303;46;321;0;0;47
03.220.438/0001-73;2024-12-31;37;148115;EQUATORIAL S.A.;Não-liderança;82;2253;668;3789;5;5;368
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;Liderança;0;5;0;0;0;0;0
03.303.999/0001-36;2024-12-31;2;144951;DTCOM - DIRECT TO COMPANY S.A.;Não-liderança;0;11;1;0;0;0;23
03.342.704/0001-30;2024-12-31;18;147420;PETRORECÔNCAVO S.A.;Liderança;2;88;11;96;0;4;0
03.342.704/0001-30;2024-12-31;18;147420;PETRORECÔNCAVO S.A.;Não-liderança;19;328;250;740;5;21;0
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;6;108;7;32;1;0;8
03.378.521/0001-75;2024-12-31;15;148162;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;60;1548;723;1829;20;0;197
03.467.321/0001-99;2024-12-31;9;148376;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Liderança;0;68;6;67;0;0;1
03.467.321/0001-99;2024-12-31;9;148376;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Não-liderança;17;592;307;1419;5;0;22
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Liderança;0;87;2;63;0;0;40
03.758.318/0001-24;2024-12-31;8;147998;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Não-liderança;29;549;241;857;3;0;347
03.795.050/0001-09;2024-12-31;4;146639;TERMOPERNAMBUCO S.A.;Liderança;1;6;0;2;1;0;0
03.795.050/0001-09;2024-12-31;4;146639;TERMOPERNAMBUCO S.A.;Não-liderança;3;21;7;17;0;0;7
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;Liderança;6;211;13;41;0;0;20
03.802.115/0001-98;2024-12-31;9;146514;CLEAR SALE S.A.;Não-liderança;27;1037;184;559;8;0;27
03.847.461/0001-92;2024-12-31;9;147597;BRADESPAR S.A.;Liderança;0;0;0;0;0;0;0
03.847.461/0001-92;2024-12-31;9;147597;BRADESPAR S.A.;Não-liderança;0;0;0;0;0;0;0
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;Liderança;26;1131;90;988;1;0;432
03.853.896/0001-40;2024-12-31;15;148261;MARFRIG GLOBAL FOODS S.A.;Não-liderança;495;5949;1911;15158;58;18;6654
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;Liderança;5;93;2;26;0;0;6
03.953.509/0001-47;2024-12-31;8;148425;CPFL GERACAO DE ENERGIA S.A.;Não-liderança;8;391;30;147;0;0;10
03.983.431/0001-03;2024-12-31;3;146447;EDP - ENERGIAS DO BRASIL S.A.;Liderança;0;0;0;0;0;0;0
03.983.431/0001-03;2024-12-31;3;146447;EDP - ENERGIAS DO BRASIL S.A.;Não-liderança;0;0;0;0;0;0;0
04.030.182/0001-02;2024-12-31;2;146826;CABINDA PARTICIPACOES S.A.;Liderança;0;0;0;0;0;0;0
04.030.182/0001-02;2024-12-31;2;146826;CABINDA PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;0
04.031.213/0001-31;2024-12-31;2;146827;CACONDE PARTICIPACOES S.A.;Liderança;0;0;0;0;0;0;0
04.031.213/0001-31;2024-12-31;2;146827;CACONDE PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;0
04.032.433/0001-80;2024-12-31;3;148042;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;8;140;37;310;0;0;2
04.032.433/0001-80;2024-12-31;3;148042;CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;109;1531;1377;5554;26;0;13
04.038.763/0001-82;2024-12-31;2;146829;CAIANDA PARTICIPACOES S.A.;Liderança;0;0;0;0;0;0;0
04.038.763/0001-82;2024-12-31;2;146829;CAIANDA PARTICIPACOES S.A.;Não-liderança;0;0;0;0;0;0;0
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Liderança;0;45;2;35;0;20;0
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Não-liderança;3;244;58;231;4;267;0
04.069.709/0001-02;2024-12-31;4;146874;BIONEXO S.A.;Liderança;0;54;3;9;0;0;0
04.069.709/0001-02;2024-12-31;4;146874;BIONEXO S.A.;Não-liderança;5;250;47;97;1;0;0
04.089.570/0001-50;2024-12-31;5;147280;ÁGUAS GUARIROBA S.A;Liderança;0;0;0;0;0;0;0
04.089.570/0001-50;2024-12-31;5;147280;ÁGUAS GUARIROBA S.A;Não-liderança;0;0;0;0;0;0;0
04.149.454/0001-80;2024-12-31;7;148018;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Liderança;4;259;13;83;0;0;6
04.149.454/0001-80;2024-12-31;7;148018;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Não-liderança;54;2490;522;1779;16;0;224
04.172.213/0001-51;2024-12-31;7;148096;CIA PIRATININGA DE FORCA E LUZ;Liderança;6;87;2;12;0;0;5
04.172.213/0001-51;2024-12-31;7;148096;CIA PIRATININGA DE FORCA E LUZ;Não-liderança;26;782;100;447;0;0;12
04.212.396/0001-91;2024-12-31;5;144318;VOKE S.A.;Liderança;2;113;17;43;0;0;1
04.212.396/0001-91;2024-12-31;5;144318;VOKE S.A.;Não-liderança;3;248;80;193;1;0;1
04.368.898/0001-06;2024-12-31;9;144291;COPEL DISTRIBUIÇÃO S.A.;Liderança;1;219;8;14;0;0;0
04.368.898/0001-06;2024-12-31;9;144291;COPEL DISTRIBUIÇÃO S.A.;Não-liderança;137;3253;120;427;6;18;0
04.423.567/0001-21;2024-12-31;14;148217;ENEVA S.A;Liderança;3;200;4;81;0;0;17
04.423.567/0001-21;2024-12-31;14;148217;ENEVA S.A;Não-liderança;32;562;94;503;2;0;53
04.601.397/0001-28;2024-12-31;10;148231;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;Liderança;2;119;4;594;1;0;14
04.601.397/0001-28;2024-12-31;10;148231;BRISANET SERVIÇOS DE TELECOMUNICAÇÕES S.A.;Não-liderança;16;1462;68;5147;1;0;156
04.752.991/0001-10;2024-12-31;9;147350;BIOMM S.A.;Liderança;1;23;3;10;0;0;0
04.752.991/0001-10;2024-12-31;9;147350;BIOMM S.A.;Não-liderança;1;58;14;37;1;0;0
04.821.041/0001-08;2024-12-31;11;147782;METALFRIO SOLUTIONS S.A.;Liderança;5;81;10;23;0;0;0
04.821.041/0001-08;2024-12-31;11;147782;METALFRIO SOLUTIONS S.A.;Não-liderança;15;494;300;238;0;0;0
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Liderança;2;51;17;64;0;0;1
04.895.728/0001-80;2024-12-31;12;148125;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Não-liderança;25;276;102;758;1;0;13
04.902.979/0001-44;2024-12-31;10;147293;BCO AMAZONIA S.A.;Liderança;7;259;26;304;0;0;0
04.902.979/0001-44;2024-12-31;10;147293;BCO AMAZONIA S.A.;Não-liderança;32;937;126;1144;0;0;0
